SMILES,Name,InChI,Formula,MW,LogP,pKd,Structure,Synthesize,Chemical,SA_Score,SA_Score_Binary
Oc1ccc(cc1C1=C(C(=O)N(C1)CC)C[NH3+])Br	No_5_673,6/000000005,"InChI=1S/C13H15BrN2O2/c1-2-16-7-11(10(6-15)13(16)18)9-5-8(14)3-4-12(9)17/h3-5,17H,2,6-7,15H2,1H3/p+1",C13H16N2O2Br,312,1.3,4.06,6.69,2.22,-140,3.386417937765856,1
Oc1ccc(cc1[C@@H](CO)/C=C/CCCCC)F	No_4_338,13/000000020,"InChI=1S/C15H21FO2/c1-2-3-4-5-6-7-12(11-17)14-10-13(16)8-9-15(14)18/h6-10,12,17-18H,2-5,11H2,1H3/b7-6+/t12-/m1/s1",C15H21O2F,252,3.16,4.06,1.92,3.72,-170,3.0528148046035817,1
Oc1ccc(cc1[C@H](/C=C/CC[NH3+])c1ncoc1)F	No_2_202,13/000000003,"InChI=1S/C14H15FN2O2/c15-10-4-5-14(18)12(7-10)11(3-1-2-6-16)13-8-19-9-17-13/h1,3-5,7-9,11,18H,2,6,16H2/p+1/b3-1+/t11-/m0/s1",C14H16N2O2F,263,1.63,4.06,4.24,19.1,-150,4.282000732392595,0
Oc1cnc(c(c1)C(=O)OCc1ncccc1C(=O)O)Cl	No_3_185,16/000000010,"InChI=1S/C13H9ClN2O5/c14-11-9(4-7(17)5-16-11)13(20)21-6-10-8(12(18)19)2-1-3-15-10/h1-5,17H,6H2,(H,18,19)",C13H9N2O5Cl,308,1.17,4.06,6.05,2.35,0,2.452267493111215,1
C=CCCC(=O)c1ncc(cn1)[C@@H](c1occc1C(=O)O)Br	No_6_126,12/000000165,"InChI=1S/C15H13BrN2O4/c1-2-3-4-11(19)14-17-7-9(8-18-14)12(16)13-10(15(20)21)5-6-22-13/h2,5-8,12H,1,3-4H2,(H,20,21)/t12-/m0/s1",C15H12N2O4Br,364,0.34,4.05,6.51,22.1,-150,3.670010286870303,1
OCc1nc(oc1c1n[nH]c(=O)cc1)COCCF	No_4_288,15/000000064,"InChI=1S/C11H12FN3O4/c12-3-4-18-6-10-13-8(5-16)11(19-10)7-1-2-9(17)15-14-7/h1-2,16H,3-6H2,(H,15,17)",C11H12N3O4F,269,-0.14,4.05,4.74,24.9,-120,3.2195899691655434,1
OCc1ccc(cc1I)CC(=O)N[C@H](CCO)C	No_4_94,10/000000016,"InChI=1S/C13H18INO3/c1-9(4-5-16)15-13(18)7-10-2-3-11(8-17)12(14)6-10/h2-3,6,9,16-17H,4-5,7-8H2,1H3,(H,15,18)/t9-/m0/s1",C13H18NO3I,363,1.61,4.05,8.49,3.58,-170,2.845733253583173,1
c1c(OCCCC2=CCC=C(N2)C(=O)N)cc(cc1Cl)Cl	No_6_101,10/000000006,"InChI=1S/C15H16Cl2N2O2/c16-10-7-11(17)9-13(8-10)21-6-2-4-12-3-1-5-14(19-12)15(18)20/h3,5,7-9,19H,1-2,4,6H2,(H2,18,20)",C15H16N2O2Cl2,326,3.59,4.05,2.29,2.35,-82,3.0178026817098758,1
OCc1nc(oc1c1n[nH]c(=O)cc1)CCCl	No_5_367,15/000000127,"InChI=1S/C10H10ClN3O3/c11-4-3-9-12-7(5-15)10(17-9)6-1-2-8(16)14-13-6/h1-2,15H,3-5H2,(H,14,16)",C10H10N3O3Cl,255,0.35,4.05,1.7,22.1,-120,3.132199274148249,1
OCc1nc(oc1c1n[nH]c(=O)cc1)CCC	No_4_497,15/000000077,"InChI=1S/C11H13N3O3/c1-2-3-10-12-8(6-15)11(17-10)7-4-5-9(16)14-13-7/h4-5,15H,2-3,6H2,1H3,(H,14,16)",C11H13N3O3,235,0.37,4.05,2.27,21.0,-140,2.9614761972251706,1
Oc1cc(ccc1C/C=C(/C[NH3+])\C1=CC[C@H](O1)CO)CC	No_7_435,4/000000090,"InChI=1S/C17H23NO3/c1-2-12-3-4-13(16(20)9-12)5-6-14(10-18)17-8-7-15(11-19)21-17/h3-4,6,8-9,15,19-20H,2,5,7,10-11,18H2,1H3/p+1/b14-6-/t15-/m0/s1",C17H24NO3,290,1.57,4.05,9.38,4.94,-170,4.104408229813067,0
Oc1cccc(c1CCCC[NH3+])C(=O)[C@H]1C=C(C=CC1)CO	No_4_527,19/000000005,"InChI=1S/C18H23NO3/c19-10-2-1-7-15-16(8-4-9-17(15)21)18(22)14-6-3-5-13(11-14)12-20/h3-5,8-9,11,14,20-21H,1-2,6-7,10,12,19H2/p+1/t14-/m1/s1",C18H24NO3,302,0.99,4.05,4.75,3.72,-150,4.133458189892716,0
OC(=O)[C@@H](CCc1ncoc1)/C=C/c1ccc(cc1N)I	No_2_416,13/000000033,"InChI=1S/C15H15IN2O3/c16-12-5-3-10(14(17)7-12)1-2-11(15(19)20)4-6-13-8-21-9-18-13/h1-3,5,7-9,11H,4,6,17H2,(H,19,20)/b2-1+/t11-/m1/s1",C15H15N2O3I,398,2.47,4.05,3.01,3.58,-190,3.8042588165145013,1
OC[C@@H](/[NH]=c\1/[nH]nc[nH]1)/C=C/c1ccc(cc1N)I	No_2_262,13/000000025,"InChI=1S/C12H15IN5O/c13-9-3-1-8(11(14)5-9)2-4-10(6-19)17-12-15-7-16-18-12/h1-5,7,10,17-19H,6,14H2,(H,15,16)/b4-2+,17-12+/t10-/m0/s1",C12H14N5OI,371,2.3,4.04,2.23,3.58,-150,,0
OCC(=C)c1cc(O)c2c(c1)oc(=O)cc2	No_2_382,6/000000003,"InChI=1S/C12H10O4/c1-7(6-13)8-4-10(14)9-2-3-12(15)16-11(9)5-8/h2-5,13-14H,1,6H2",C12H10O4,218,0.99,4.04,1.32,3.58,-80,2.7846072166070748,1
C#CCc1cc(n[nH]c1=O)c1oc(nc1CO)CC	No_5_519,15/000000139,"InChI=1S/C13H13N3O3/c1-3-5-8-6-9(15-16-13(8)18)12-10(7-17)14-11(4-2)19-12/h1,6,17H,4-5,7H2,2H3,(H,16,18)",C13H13N3O3,259,0.24,4.04,2.81,25.0,-180,3.435582760650787,1
c1c(I)c(I)cc(c1)C/C=C\[C@H](CN)N	No_4_264,10/000000018,"InChI=1S/C11H14I2N2/c12-10-5-4-8(6-11(10)13)2-1-3-9(15)7-14/h1,3-6,9H,2,7,14-15H2/b3-1-/t9-/m1/s1",C11H14N2I2,428,3.35,4.04,4.59,2.22,-150,3.7571112366275896,1
Oc1ccc2c(c1Cc1cc(Cl)cc(c1)Cl)C(=O)NC2	No_4_477,3/000000002,"InChI=1S/C15H11Cl2NO2/c16-10-3-8(4-11(17)6-10)5-12-13(19)2-1-9-7-18-15(20)14(9)12/h1-4,6,19H,5,7H2,(H,18,20)",C15H11NO2Cl2,307,3.71,4.04,2.56,2.22,-80,2.6000199162705577,1
OC/C(=C/C)/CC(=O)Nc1cccc2c1NN(C2)CCl	No_4_241,12/000000019,"InChI=1S/C14H18ClN3O2/c1-2-10(8-19)6-13(20)16-12-5-3-4-11-7-18(9-15)17-14(11)12/h2-5,17,19H,6-9H2,1H3,(H,16,20)/b10-2+",C14H18N3O2Cl,295,0.47,4.04,5.65,17.9,-60,3.4909976635233058,1
OCc1nc(oc1c1n[nH]c(=O)cc1)CCF	No_6_120,15/000000190,"InChI=1S/C10H10FN3O3/c11-4-3-9-12-7(5-15)10(17-9)6-1-2-8(16)14-13-6/h1-2,15H,3-5H2,(H,14,16)",C10H10N3O3F,239,0.21,4.03,2.29,23.1,-120,3.262301197225172,1
Oc1cccc2c1[nH]/c(=[NH]\C(=O)C)/[nH]2	No_2_514,5/000000009,"InChI=1S/C9H10N3O2/c1-5(13)10-9-11-6-3-2-4-7(14)8(6)12-9/h2-4,10-12,14H,1H3/b10-9-",C9H9N3O2,191,0.62,4.03,0.44,12.9,-60,,0
OCc1nc(oc1c1n[nH]c(=O)cc1)CC[NH2+]CCCl	No_6_593,15/000000267,"InChI=1S/C12H15ClN4O3/c13-4-6-14-5-3-11-15-9(7-18)12(20-11)8-1-2-10(19)17-16-8/h1-2,14,18H,3-7H2,(H,17,19)/p+1",C12H16N4O3Cl,299,-0.04,4.03,4.27,24.7,-120,4.092241301464312,0
OC/C(=C/c1nnn[nH]1)/c1nnc(o1)CCC[C@H](C)N	No_5_473,29/000000013,"InChI=1S/C11H17N7O2/c1-7(12)3-2-4-10-15-16-11(20-10)8(6-19)5-9-13-17-18-14-9/h5,7,19H,2-4,6,12H2,1H3,(H,13,14,17,18)/b8-5-/t7-/m0/s1",C11H17N7O2,279,-0.06,4.03,4.64,6.77,-170,4.092018056594197,0
Oc1[nH]nc(c1)[C@@]1(C=C(C1)/C=C/c1cocc1)NCO	No_3_696,20/000000003,"InChI=1S/C14H15N3O3/c18-9-15-14(12-5-13(19)17-16-12)6-11(7-14)2-1-10-3-4-20-8-10/h1-6,8,15,18H,7,9H2,(H2,16,17,19)/b2-1+/t14-/m0/s1",C14H15N3O3,273,0.65,4.03,2.51,23.6,-190,4.540487692221726,0
OC[C@@H](NCCC#Cc1[nH]ncc1Br)N	No_2_762,11/000000006,"InChI=1S/C9H13BrN4O/c10-7-5-13-14-8(7)3-1-2-4-12-9(11)6-15/h5,9,12,15H,2,4,6,11H2,(H,13,14)/t9-/m1/s1",C9H13N4OBr,273,0.54,4.03,5.59,2.22,-150,4.192163662250748,0
O=C(N1C(=C[C@@H](C1)C(=O)O)CCF)NCCC	No_2_400,2/000000001,"InChI=1S/C11H17FN2O3/c1-2-5-13-11(17)14-7-8(10(15)16)6-9(14)3-4-12/h6,8H,2-5,7H2,1H3,(H,13,17)(H,15,16)/t8-/m0/s1",C11H16N2O3F,243,0.11,4.03,3.12,3.58,-190,3.735491391890349,1
O[C@@H](CC)c1ncn(n1)C(=O)NCBr	No_6_237,30/000000005,"InChI=1S/C7H11BrN4O2/c1-2-5(13)6-10-4-12(11-6)7(14)9-3-8/h4-5,13H,2-3H2,1H3,(H,9,14)/t5-/m0/s1",C7H11N4O2Br,263,0.28,4.03,4.33,2.22,-170,4.190962603979918,0
NC(=O)[C@H](/C=C/Cc1ccc(c(c1)Cl)Cl)N	No_2_392,10/000000025,"InChI=1S/C11H12Cl2N2O/c12-8-5-4-7(6-9(8)13)2-1-3-10(14)11(15)16/h1,3-6,10H,2,14H2,(H2,15,16)/b3-1+/t10-/m0/s1",C11H12N2OCl2,258,1.65,4.03,5.98,2.22,-150,3.1197452850870118,1
OC(=O)CCC[C@@H](N)C#Cc1cc(Cl)ccc1Cl	No_3_692,1/000000044,"InChI=1S/C13H13Cl2NO2/c14-10-5-7-12(15)9(8-10)4-6-11(16)2-1-3-13(17)18/h5,7-8,11H,1-3,16H2,(H,17,18)/t11-/m1/s1",C13H13NO2Cl2,285,3.41,4.02,7.56,17.6,-150,3.1088892975392177,1
Oc1nc(cc(c1)C=C)CCc1cc(c[nH]1)C(=O)N(CC)C	No_6_361,4/000000108,"InChI=1S/C17H21N3O2/c1-4-12-8-15(19-16(21)9-12)7-6-14-10-13(11-18-14)17(22)20(3)5-2/h4,8-11,18H,1,5-7H2,2-3H3,(H,19,21)",C17H21N3O2,299,2.32,4.02,5.36,7.99,-80,3.218688552647034,1
Oc1cc(ccc1C/C=C\C1=CC[C@H](O1)CO)CC[NH3+]	No_7_559,4/000000102,"InChI=1S/C16H21NO3/c17-9-8-12-4-5-13(16(19)10-12)2-1-3-14-6-7-15(11-18)20-14/h1,3-6,10,15,18-19H,2,7-9,11,17H2/p+1/b3-1-/t15-/m0/s1",C16H22NO3,276,1.33,4.02,8.18,3.58,-150,4.218457732707558,0
OCc1ncoc1c1n[nH]c(=O)c(c1)CCl	No_5_674,15/000000152,"InChI=1S/C9H8ClN3O3/c10-2-5-1-6(12-13-9(5)15)8-7(3-14)11-4-16-8/h1,4,14H,2-3H2,(H,13,15)",C9H8N3O3Cl,241,-0.1,4.02,2.53,21.5,-140,3.3251207830406395,1
O[C@@](CCc1cnc(cc1)N)(c1nnco1)N	No_4_633,25/000000005,"InChI=1S/C10H13N5O2/c11-8-2-1-7(5-13-8)3-4-10(12,16)9-15-14-6-17-9/h1-2,5-6,16H,3-4,12H2,(H2,11,13)/t10-/m0/s1",C10H13N5O2,235,0.17,4.02,2.55,2.22,-190,3.722084075836838,1
OCc1ccc(c2c1nco2)/C=C/[C@H](c1ncoc1)C(=O)O	No_3_133,11/000000005,"InChI=1S/C15H12N2O5/c18-5-10-2-1-9(14-13(10)17-8-22-14)3-4-11(15(19)20)12-6-21-7-16-12/h1-4,6-8,11,18H,5H2,(H,19,20)/b4-3+/t11-/m1/s1",C15H12N2O5,300,0.25,4.02,6.04,23.6,-190,4.057876977556665,0
OCc1ccc(cc1Cl)/C=C/c1cnc(nc1)C(=O)CN	No_3_564,12/000000148,"InChI=1S/C15H14ClN3O2/c16-13-5-10(3-4-12(13)9-20)1-2-11-7-18-15(19-8-11)14(21)6-17/h1-5,7-8,20H,6,9,17H2/b2-1+",C15H14N3O2Cl,303,0.58,4.02,3.88,4.94,0,2.7298073753213483,1
OCc1nc(oc1c1n[nH]c(=O)cc1)CCOCCC	No_4_82,15/000000031,"InChI=1S/C13H17N3O4/c1-2-6-19-7-5-12-14-10(8-17)13(20-12)9-3-4-11(18)16-15-9/h3-4,17H,2,5-8H2,1H3,(H,16,18)",C13H17N3O4,279,0.18,4.01,1.99,23.4,-140,3.0009603298043936,1
O[C@H](c1ccc(cc1)Nc1cccc(c1)CCl)C#CCCN	No_5_376,13/000000014,"InChI=1S/C18H19ClN2O/c19-13-14-4-3-5-17(12-14)21-16-9-7-15(8-10-16)18(22)6-1-2-11-20/h3-5,7-10,12,18,21-22H,2,11,13,20H2/t18-/m0/s1",C18H19N2OCl,314,2.46,4.01,4.29,17.3,-190,2.982986867666554,1
N[C@@H](N[C@H](C1=CCC=C(O1)C(=C)C1=CC(=O)C1=O)Br)N	No_3_667,14/000000001,"InChI=1S/C13H14BrN3O3/c1-6(7-5-8(18)11(7)19)9-3-2-4-10(20-9)12(14)17-13(15)16/h3-5,12-13,17H,1-2,15-16H2/t12-/m1/s1",C13H12N3O3Br,338,0.67,4.01,7.23,24.4,-150,4.790790661182591,0
O=C(NCC)c1oc(cc1C[C@@H](CNC1=NCCCO1)I)Br	No_3_560,6/000000022,"InChI=1S/C14H19BrIN3O3/c1-2-17-13(20)12-9(7-11(15)22-12)6-10(16)8-19-14-18-4-3-5-21-14/h7,10H,2-6,8H2,1H3,(H,17,20)(H,18,19)/t10-/m0/s1",C14H19N3O3BrI,484,2.8,4.01,5.34,5.24,-170,4.147286477733907,0
[nH]1nnc(n1)[C@@H](NC(=O)C)/C=C/c1ccc(cc1N)I	No_1_297,13/000000009,"InChI=1S/C12H13IN6O/c1-7(20)15-11(12-16-18-19-17-12)5-3-8-2-4-9(13)6-10(8)14/h2-6,11H,14H2,1H3,(H,15,20)(H,16,17,18,19)/b5-3+/t11-/m0/s1",C12H13N6OI,384,2.3,4.01,5.15,3.58,-181,3.7043119981789285,1
OCc1cc(/C=C/c2ncc[nH]2)cc2c1ccc(=O)o2	No_1_508,6/000000001,"InChI=1S/C15H12N2O3/c18-9-11-7-10(1-3-14-16-5-6-17-14)8-13-12(11)2-4-15(19)20-13/h1-8,18H,9H2,(H,16,17)/b3-1+",C15H12N2O3,268,1.13,4.0,3.72,3.58,-80,2.8038462993702176,1
OC(=O)C[C@H]1C(=NC(=CC1)CO)CBr	No_5_512,2/000000002,"InChI=1S/C9H12BrNO3/c10-4-8-6(3-9(13)14)1-2-7(5-12)11-8/h2,6,12H,1,3-5H2,(H,13,14)/t6-/m0/s1",C9H12NO3Br,262,-0.32,4.0,6.58,2.35,-150,4.2000427659232376,0
OCc1oc(cc1c1n[nH]c(=O)c(c1)CBr)CC(=O)O	No_2_188,15/000000085,"InChI=1S/C12H11BrN2O5/c13-4-6-1-9(14-15-12(6)19)8-2-7(3-11(17)18)20-10(8)5-16/h1-2,16H,3-5H2,(H,15,19)(H,17,18)",C12H11N2O5Br,343,0.12,4.0,1.33,24.7,-140,3.2219594317550735,1
OCc1oc(cc1/C=C/C(=O)O)C1=CCC(=CC1=O)CC	No_4_298,8/000000001,"InChI=1S/C16H16O5/c1-2-10-3-5-12(13(18)7-10)14-8-11(4-6-16(19)20)15(9-17)21-14/h4-8,17H,2-3,9H2,1H3,(H,19,20)/b6-4+",C16H16O5,288,0.3,4.0,4.19,23.0,-140,3.518414177461347,1
OCCc1c(n[nH]c1C/C=C/C)c1c(oc(c1)Br)C(=O)N	No_3_227,6/000000019,"InChI=1S/C14H16BrN3O3/c1-2-3-4-10-8(5-6-19)12(18-17-10)9-7-11(15)21-13(9)14(16)20/h2-3,7,19H,4-6H2,1H3,(H2,16,20)(H,17,18)/b3-2+",C14H16N3O3Br,354,1.21,4.0,6.98,24.9,-100,3.587644946692116,1
